	City	Borough	Neighborhood	Latitude	Longitude
30	Toronto	Etobicoke	Old Burnhamthorpe	43.6393732	-79.5843869
31	Toronto	Scarborough	Guildwood	43.7552251	-79.1982293
32	Toronto	Scarborough	Morningside	43.7826012	-79.2049579
33	Toronto	Scarborough	West Hill	43.7689144	-79.1872905
34	Toronto	East Toronto	The Beaches	43.6710244	-79.296712
35	Toronto	Downtown Toronto	Berczy Park	43.64798435	-79.37539591138858
36	Toronto	Scarborough	Woburn	43.7598243	-79.2252908
37	Toronto	East York	Leaside	43.7047983	-79.3680904
38	Toronto	Downtown Toronto	Central Bay Street	43.6614251	-79.3860669
39	Toronto	Downtown Toronto	Christie	43.6499915	-79.3857217
40	Toronto	Scarborough	Cedarbrae	43.75646655	-79.22669244258802
41	Toronto	North York	Hillcrest Village	43.7996637	-79.3650189
42	Toronto	North York	Bathurst Manor	43.7249754	-79.4310733
43	Toronto	North York	Downsview North	43.7492988	-79.462248
44	Toronto	North York	Wilson Heights	43.7405195	-79.4400172
45	Toronto	East York	Thorncliffe Park	43.704553	-79.3454074
46	Toronto	Downtown Toronto	Adelaide	43.6504863	-79.37949791351815
47	Toronto	Downtown Toronto	King	43.6547911	-79.3800817
48	Toronto	Downtown Toronto	Richmond	43.6524771	-79.3806278
49	Toronto	West Toronto	Dovercourt Village	43.6653069	-79.4326362
50	Toronto	West Toronto	Dufferin	43.6602019	-79.4357191
51	Toronto	Scarborough	Scarborough Village	43.7437422	-79.2116324
52	Toronto	North York	Fairview	43.7543263	-79.44911696639593
53	Toronto	North York	Henry Farm	43.7695089	-79.354296
54	Toronto	North York	Oriole	43.765498	-79.3642688
55	Toronto	North York	Northwood Park	43.7541351	-79.50448
56	Toronto	North York	York University	43.7792419	-79.4835593
57	Toronto	East York	East Toronto	43.6708625	-79.37279241253721
58	Toronto	Downtown Toronto	Harbourfront East	43.6400801	-79.3801495
59	Toronto	Downtown Toronto	Toronto Islands	43.6230544	-79.39431563721035
60	Toronto	Downtown Toronto	Union Station	43.6614803	-79.3829401
61	Toronto	West Toronto	Little Portugal	43.64741325	-79.43111632546047
62	Toronto	West Toronto	Trinity	43.665301549999995	-79.39525214965947
63	Toronto	Scarborough	East Birchmount Park	43.7141672	-79.271109
64	Toronto	Scarborough	Ionview	43.7359904	-79.2765146
65	Toronto	Scarborough	Kennedy Park	43.724878	-79.2539688
66	Toronto	North York	Bayview Village	43.7691966	-79.3766617
67	Toronto	North York	Downsview East	43.7492988	-79.462248
68	Toronto	East Toronto	The Danforth West	43.6870172	-79.2975115
69	Toronto	East Toronto	Riverdale	43.6654704	-79.3525936
70	Toronto	Downtown Toronto	Design Exchange	43.6477412	-79.3801145
71	Toronto	Downtown Toronto	Toronto Dominion Centre	43.6473768	-79.3813719429129
72	Toronto	West Toronto	Brockton	43.6509173	-79.4400216
73	Toronto	West Toronto	Exhibition Place	43.633469250000005	-79.41786518970609
74	Toronto	West Toronto	Parkdale Village	43.6404954	-79.4368965
75	Toronto	Scarborough	Clairlea	43.7088231	-79.2959856
76	Toronto	Scarborough	Golden Mile	43.7278414	-79.2876217
77	Toronto	Scarborough	Oakridge	43.6971738	-79.2748232
78	Toronto	North York	Silver Hills	43.7612224	-79.3683818
79	Toronto	North York	York Mills	43.7440391	-79.406657
80	Toronto	North York	Downsview West	43.7492988	-79.462248
81	Toronto	East Toronto	The Beaches West	43.6710244	-79.296712
82	Toronto	East Toronto	India Bazaar	43.6722231	-79.3235032
83	Toronto	Downtown Toronto	Commerce Court	43.64809515	-79.37902543099575
84	Toronto	Downtown Toronto	Victoria Hotel	43.66946915	-79.37326825
85	Toronto	North York	Downsview	43.7492988	-79.462248
86	Toronto	North York	North Park	43.7186899	-79.4775337
87	Toronto	North York	Upwood Park	43.708654499999994	-79.50254644741823
88	Toronto	North York	Humber Summit	43.7600778	-79.5717598
89	Toronto	Scarborough	Cliffcrest	43.7219387	-79.2362324
90	Toronto	Scarborough	Cliffside	43.7111699	-79.2481769
91	Toronto	Scarborough	Scarborough Village West	43.7437422	-79.2116324
92	Toronto	North York	Newtonbrook	43.7938863	-79.42567902301055
93	Toronto	North York	Willowdale	43.7615095	-79.4109234
94	Toronto	North York	Downsview Central	43.7492988	-79.462248
95	Toronto	East Toronto	Studio District	43.6444029	-79.3878907
96	Toronto	North York	Bedford Park	43.7373876	-79.4109253
97	Toronto	North York	Lawrence Manor East	43.7220788	-79.4375067
98	Toronto	York	Keelesdale	43.6901578	-79.4749985
99	Toronto	York	Mount Dennis	43.6869597	-79.4895513
100	Toronto	York	Silverthorn	43.682123	-79.4715724
101	Toronto	North York	Emery	43.7520744	-79.5423657
102	Toronto	North York	Humberlea	43.7213166	-79.5331605
103	Toronto	Scarborough	Birch Cliff	43.702112150000005	-79.26009053015676
104	Toronto	Scarborough	Cliffside West	43.7111699	-79.2481769
105	Toronto	North York	Willowdale South	43.7615095	-79.4109234
106	Toronto	North York	Downsview Northwest	43.7492988	-79.462248
107	Toronto	Central Toronto	Lawrence Park	43.729199	-79.4032525
108	Toronto	Central Toronto	Roselawn	43.6994563	-79.4546164
109	Toronto	York	The Junction North	43.6688826	-79.4641332
110	Toronto	York	Runnymede	43.6655802	-79.4821078
111	Toronto	York	Weston	43.7001608	-79.5162474
112	Toronto	Scarborough	Dorset Park	43.7528467	-79.282067
113	Toronto	Scarborough	Scarborough Town Centre	43.7761341	-79.25843763592165
114	Toronto	Scarborough	Wexford Heights	43.7432421	-79.304641
115	Toronto	North York	York Mills West	43.7440391	-79.406657
116	Toronto	Central Toronto	Davisville North	43.697936	-79.3972908
117	Toronto	Central Toronto	Forest Hill North	43.6935586	-79.4139023
118	Toronto	Central Toronto	Forest Hill West	43.701028	-79.4255998
119	Toronto	West Toronto	High Park	43.6538668	-79.4668644
120	Toronto	West Toronto	The Junction South	43.6654775	-79.470352
121	Toronto	Etobicoke	Westmount	43.6936399	-79.5210426
122	Toronto	Scarborough	Maryvale	43.7590508	-79.3102297
123	Toronto	Scarborough	Wexford	43.7453767	-79.2947155
124	Toronto	North York	Willowdale West	43.7615095	-79.4109234
125	Toronto	Central Toronto	North Toronto West	43.6465466	-79.4195263
126	Toronto	Central Toronto	The Annex	43.6703377	-79.407117
127	Toronto	Central Toronto	North Midtown	43.7051999	-79.39741552147335
128	Toronto	Central Toronto	Yorkville	43.6713861	-79.3901677
129	Toronto	West Toronto	Parkdale	43.6404954	-79.4368965
130	Toronto	West Toronto	Roncesvalles	43.6514426	-79.4510381
131	Toronto	Etobicoke	Kingsview Village	43.6995391	-79.5563459
132	Toronto	Etobicoke	Martin Grove Gardens	43.6873105	-79.561967
133	Toronto	Etobicoke	Richview Gardens	43.6848335	-79.5482883
134	Toronto	Etobicoke	St. Phillips	43.7000483	-79.5437651
135	Toronto	Scarborough	Agincourt	43.7853531	-79.2785494
136	Toronto	Central Toronto	Davisville	43.697936	-79.3972908
137	Toronto	Downtown Toronto	Harbord	43.66151215	-79.41439133503991
138	Toronto	Downtown Toronto	University of Toronto	43.663461999999996	-79.39775965337452
139	Toronto	West Toronto	Runnymede	43.6517026	-79.4759978
140	Toronto	West Toronto	Swansea	43.64494	-79.478313
141	Toronto	Scarborough	Clarks Corners	43.7964095	-79.2977951
142	Toronto	Scarborough	Sullivan	43.7726802	-79.3159449
143	Toronto	Scarborough	Tam O'Shanter	43.7810454	-79.2980941
144	Toronto	Central Toronto	Moore Park	43.6903876	-79.3832965
145	Toronto	Central Toronto	Summerhill East	43.6816776	-79.3905037
146	Toronto	Downtown Toronto	Chinatown	43.6529237	-79.3980316
147	Toronto	Downtown Toronto	Grange Park	43.652196599999996	-79.39231921757992
148	Toronto	Downtown Toronto	Kensington Market	43.6552136	-79.4022604
149	Toronto	Scarborough	Agincourt North	43.8080383	-79.2664391
150	Toronto	Scarborough	L'Amoreaux East	43.799003	-79.3059669
151	Toronto	Scarborough	Milliken	43.8231743	-79.3017626
152	Toronto	Scarborough	Steeles East	43.8161778	-79.3145378
153	Toronto	Central Toronto	Deer Park	43.68809	-79.3940935
154	Toronto	Central Toronto	Forest Hill SE	43.6935586	-79.4139023
155	Toronto	Central Toronto	Rathnelly	43.6783953	-79.4008217
156	Toronto	Central Toronto	South Hill	43.6779261	-79.4057671
157	Toronto	Central Toronto	Summerhill West	43.6816776	-79.3905037
158	Toronto	Downtown Toronto	CN Tower	43.6425637	-79.38708718320467
159	Toronto	Downtown Toronto	Bathurst Quay	43.6357905	-79.398329
160	Toronto	Downtown Toronto	Harbourfront West	43.6400801	-79.3801495
161	Toronto	Downtown Toronto	King and Spadina	43.6514418	-79.3828632
162	Toronto	Downtown Toronto	South Niagara	43.6446702	-79.4091943
163	Toronto	Etobicoke	Mimico South	43.6166773	-79.4968048
164	Toronto	Etobicoke	New Toronto	43.6007625	-79.505264
165	Toronto	Etobicoke	Albion Gardens	43.7416654	-79.58454336862486
166	Toronto	Etobicoke	Humbergate	43.72852965	-79.60624030941932
167	Toronto	Etobicoke	Jamestown	43.671459150000004	-79.55249206611668
168	Toronto	Etobicoke	Mount Olive	43.671459150000004	-79.55249206611668
169	Toronto	Etobicoke	Silverstone	43.749750899999995	-79.59911593109416
170	Toronto	Etobicoke	South Steeles	43.7577866	-79.6034393
171	Toronto	Etobicoke	Thistletown	43.7372656	-79.5653169
172	Toronto	Scarborough	L'Amoreaux West	43.799003	-79.3059669
173	Toronto	Downtown Toronto	Rosedale	43.6563221	-79.3809161
174	Toronto	Etobicoke	Alderwood	43.6017173	-79.5452325
175	Toronto	Etobicoke	Long Branch	43.59200455	-79.54536450659592
176	Toronto	Etobicoke	Northwest	43.671459150000004	-79.55249206611668
177	Toronto	Scarborough	Upper Rouge	43.8049304	-79.1658374
178	Toronto	Downtown Toronto	Cabbagetown	43.6644734	-79.3669861
179	Toronto	Downtown Toronto	St. James Town	43.6694032	-79.3727041
180	Toronto	Downtown Toronto	First Canadian Place	43.6487681	-79.38169179283025
181	Toronto	Downtown Toronto	Underground city	43.660406	-79.3840242
182	Toronto	Etobicoke	The Kingsway	43.6473811	-79.5113328
183	Toronto	Etobicoke	Montgomery Road	43.6490313	-79.5188556
184	Toronto	Etobicoke	Old Mill North	43.649826	-79.4943338
185	Toronto	Downtown Toronto	Church and Wellesley	43.6611949	-79.3821143
186	Toronto	Etobicoke	Humber Bay	43.6400463	-79.495028
187	Toronto	Etobicoke	King's Mill Park	43.6510895	-79.4920291
188	Toronto	Etobicoke	Kingsway Park South East	43.6503517	-79.5000088
189	Toronto	Etobicoke	Mimico NE	43.6166773	-79.4968048
190	Toronto	Etobicoke	Old Mill South	43.649826	-79.4943338
191	Toronto	Etobicoke	The Queensway East	43.6093093	-79.5677317
192	Toronto	Etobicoke	Royal York South East	43.6481827	-79.5112961
193	Toronto	Etobicoke	Sunnylea	43.64159705	-79.5016654011084
194	Toronto	Etobicoke	Kingsway Park South West	43.6503517	-79.5000088
195	Toronto	Etobicoke	Mimico NW	43.6166773	-79.4968048
196	Toronto	Etobicoke	The Queensway West	43.6236182	-79.5147637
197	Toronto	Etobicoke	Royal York South West	43.6481827	-79.5112961
198	Toronto	Etobicoke	South of Bloor	43.6480098	-79.5091563
